,id,airport_ref,airport_ident,type,description,frequency_mhz
12186,70769,20350,KLKU,UNIC,CTAF/UNICOM,122.725
12187,62706,20351,KLKV,AWOS,AWOS 3,135.525
12188,62707,20351,KLKV,CNTR,SEATTLE CNTR,127.6
12189,62708,20351,KLKV,RDO,MC MINNVILLE RDO,122.3
12190,62709,20351,KLKV,UNIC,CTAF/UNICOM,122.8
12191,68054,20352,KLLJ,ASOS,ASOS,119.275
12192,68055,20352,KLLJ,CNTR,SALT LAKE CITY CNTR,128.05
12193,68056,20352,KLLJ,RDO,BOISE RDO,122.6
12194,68057,20352,KLLJ,UNIC,CTAF/UNICOM,122.8
12195,63271,20353,KLLN,A/D,LUBBOCK APP/DEP,119.9
12196,63272,20353,KLLN,UNIC,CTAF/UNICOM,122.8
12197,62457,20354,KLLQ,ASOS,ASOS,133.325
12198,62458,20354,KLLQ,CNTR,MEMPHIS CNTR,135.875
12199,62459,20354,KLLQ,FSS,JONESBORO RDO,122.1
12200,62460,20354,KLLQ,UNIC,CTAF/UNICOM,122.8
12201,62907,20692,KLLR,CNTR,OAKLAND CNTR,132.2
12202,62908,20692,KLLR,UNIC,CTAF/UNICOM,122.7
12203,59714,20355,KLLU,CNTR,KANSAS CITY CNTR,128.6
12204,59715,20355,KLLU,CTAF,CTAF,122.9
12205,317871,21632,KLMO,AWOS,,120.0
12206,317870,21632,KLMO,CTAF,Longmont Traffic,122.975
12207,65464,20356,KLMS,CNTR,MEMPHIS CNTR,135.75
12208,65465,20356,KLMS,UNIC,CTAF/UNICOM,122.7
12209,62806,3646,KLMT,A/D,KINGSLEY APP/DEP,123.675
12210,62807,3646,KLMT,ATIS,ATIS,126.5
12211,62808,3646,KLMT,CTAF,CTAF,118.2
12212,62809,3646,KLMT,GND,GND,121.9
12213,62810,3646,KLMT,OPS,ANG BASE OPS,38.895
12214,62811,3646,KLMT,RDO,MC MINNVILLE RDO,122.6
12215,62812,3646,KLMT,TWR,KINGSLEY TWR,118.2
12216,62813,3646,KLMT,UNIC,UNICOM,122.95
12217,63715,20357,KLNA,A/D,APP/DEP,127.35
12218,63716,20357,KLNA,RDO,MIAMI RDO,122.4
12219,63717,20357,KLNA,UNIC,CTAF/UNICOM,122.7
12220,61729,20358,KLNC,A/D,RGNL APP/DEP,125.2
12221,61730,20358,KLNC,AWOS,AWOS 3,118.975
12222,61731,20358,KLNC,UNIC,CTAF/UNICOM,122.7
12223,61025,20359,KLND,ASOS,ASOS,118.15
12224,61026,20359,KLND,UNIC,CTAF/UNICOM,122.8
12225,62324,3647,KLNK,A/D,APP/DEP,124.0
12226,62325,3647,KLNK,ATIS,ATIS,118.05
12227,62326,3647,KLNK,CLD,CLNC DEL,120.7
12228,62327,3647,KLNK,CTAF,CTAF,118.5
12229,62328,3647,KLNK,GND,GND,121.9
12231,62330,3647,KLNK,OPS,ANG OPS,25.96
12232,62331,3647,KLNK,RDO,COLUMBUS RDO,122.65
12233,62332,3647,KLNK,TWR,TWR,118.5
12234,62333,3647,KLNK,UNIC,UNICOM,122.95
12235,59800,20360,KLNL,AWOS,AWOS 3,119.525
12236,59801,20360,KLNL,CNTR,MINNEAPOLIS CNTR,133.65
12237,59802,20360,KLNL,UNIC,CTAF/UNICOM,122.8
12238,61574,20361,KLNN,A/D,CLEVELAND APP/DEP,125.35
12239,61575,20361,KLNN,UNIC,CTAF/UNICOM,122.725
12240,66495,20362,KLNP,AWOS,AWOS 3,118.6
12241,66496,20362,KLNP,CNTR,INDIANAPOLIS CNTR,126.57
12242,66497,20362,KLNP,UNIC,CTAF/UNICOM,123.0
12243,62449,20363,KLNR,A/D,MADISON APP/DEP,135.45
12244,62450,20363,KLNR,ASOS,ASOS,119.425
12245,62451,20363,KLNR,RDO,GREEN BAY RDO,122.35
12246,62452,20363,KLNR,UNIC,CTAF/UNICOM,123.0
12247,70463,3648,KLNS,A/D,HARRISBURG APP/DEP,126.45
12248,70464,3648,KLNS,ATIS,ATIS,125.675
12249,70465,3648,KLNS,CTAF,CTAF,120.9
12250,70466,3648,KLNS,GND,GND,121.8
12251,70467,3648,KLNS,RDO,WILLIAMSPORT RDO,117.3
12252,70468,3648,KLNS,TWR,TWR,120.9
12253,70469,3648,KLNS,UNIC,UNICOM,122.95
12254,65261,20364,KLOL,ASOS,ASOS,120.675
12255,65262,20364,KLOL,CNTR,OAKLAND CNTR,128.8
12256,65263,20364,KLOL,FSS,RENO RDO,122.4
12257,65264,20364,KLOL,UNIC,CTAF/UNICOM,122.8
12258,60238,20365,KLOM,A/D,PHILADELPHIA APP/DEP,126.85
12259,60239,20365,KLOM,AWOS,AWOS 3,118.925
12260,60240,20365,KLOM,CLD,CLNC DEL,118.55
12261,60241,20365,KLOM,UNIC,CTAF/UNICOM,123.0
12262,69125,20366,KLOT,A/D,CHICAGO APP/DEP,119.35
12263,69126,20366,KLOT,AWOS,AWOS 3,118.525
12264,69127,20366,KLOT,FSS,KANKAKEE RDO,122.5
12265,69128,20366,KLOT,UNIC,CTAF/UNICOM,122.8
12266,63806,3649,KLOU,A/D,LOUISVILLE APP/DEP,123.675
12267,63807,3649,KLOU,ATIS,ATIS,112.2
12268,63808,3649,KLOU,CLD,CLNC DEL,118.9
12269,63809,3649,KLOU,CTAF,CTAF,119.5
12270,63810,3649,KLOU,GND,GND,121.8
12271,63811,3649,KLOU,RDO,LOUISVILLE RDO,122.2
12272,63812,3649,KLOU,TWR,TWR,119.5
12273,63813,3649,KLOU,UNIC,UNICOM,122.95
12274,65912,3650,KLOZ,ASOS,ASOS,119.075
12275,65913,3650,KLOZ,CNTR,INDIANAPOLIS CNTR,121.325
12276,65914,3650,KLOZ,RDO,LOUISVILLE RDO,122.2
12277,65915,3650,KLOZ,UNIC,CTAF/UNICOM,123.0
12278,69992,20367,KLPC,A/D,SANTA BARB APP/DEP,124.15
12279,69993,20367,KLPC,AWOS,AWOS 3,133.875
12280,69994,20367,KLPC,UNIC,CTAF/UNICOM,122.7
12281,62643,20368,KLPR,A/D,CLEVELAND APP/DEP,126.35
12282,62644,20368,KLPR,ASOS,ASOS,121.425
12283,62645,20368,KLPR,CLD,CLEVELAND CLNC DEL,125.7
12284,62646,20368,KLPR,UNIC,CTAF/UNICOM,122.7
12285,69318,20369,KLQK,A/D,GREER APP/DEP,118.8
12286,69319,20369,KLQK,AWOS,AWOS 3,120.0
12287,69320,20369,KLQK,UNIC,CTAF/UNICOM,122.8
12288,65474,20370,KLQR,A/D,KANSAS CITY CNTR,124.4
12289,65475,20370,KLQR,RDO,WICHITA RDO,122.5
12290,65476,20370,KLQR,UNIC,CTAF/UNICOM,122.8
12291,66409,3651,KLRD,ATIS,ATIS,125.775
12292,66410,3651,KLRD,CNTR,HOUSTON CNTR,127.8
12293,66411,3651,KLRD,CTAF,CTAF,120.1
12294,66412,3651,KLRD,GND,GND,121.8
12295,66413,3651,KLRD,RDO,SAN ANGELO RDO,122.3
12296,66414,3651,KLRD,TWR,TWR,120.1
12297,66415,3651,KLRD,UNIC,UNICOM,122.95
12298,60652,3652,KLRF,A/D,APP/DEP,119.5
12299,60653,3652,KLRF,ATIS,ATIS,25.11
12300,60654,3652,KLRF,CLD,CLNC DEL,25.35
12301,60655,3652,KLRF,GND,GND,132.8
12303,60657,3652,KLRF,PMSV,PMSV METRO,23.98
12304,60658,3652,KLRF,POST,COMD POST,34.94
12305,60659,3652,KLRF,PTD,PTD,37.22
12306,60660,3652,KLRF,TWR,TWR,120.6
12307,59486,20371,KLRG,CNTR,BOSTON CNTR,124.25
12308,59487,20371,KLRG,UNIC,CTAF/UNICOM,122.8
12309,59125,20372,KLRJ,A/D,SIOUX CITY APP/DEP,124.6
12310,59126,20372,KLRJ,AWOS,AWOS 3,125.525
12311,59127,20372,KLRJ,UNIC,CTAF/UNICOM,122.8
12312,63822,20373,KLRO,A/D,CHARLESTON APP/DEP,135.8
12313,63823,20373,KLRO,UNIC,CTAF/UNICOM,122.7
12314,61692,3653,KLRU,AWOS,AWOS 3,119.025
12315,61693,3653,KLRU,CNTR,ALBUQUERQUE CNTR,128.2
12316,61694,3653,KLRU,UNIC,CTAF/UNICOM,122.7
12317,70034,20374,KLRY,A/D,KANSAS CITY CNTR,125.55
12318,70035,20374,KLRY,AWOS,AWOS 3,119.975
12319,70036,20374,KLRY,UNIC,CTAF/UNICOM,123.0
12320,70165,20375,KLSB,UNIC,CTAF/UNICOM,122.8
12321,62317,3654,KLSE,ATIS,ATIS,124.95
12322,62318,3654,KLSE,CNTR,MINNEAPOLIS CNTR,128.6
12323,62319,3654,KLSE,CTAF,CTAF,118.45
12324,62320,3654,KLSE,GND,GND,121.8
12325,62321,3654,KLSE,RDO,GREEN BAY RDO,122.2
12326,62322,3654,KLSE,TWR,TWR,118.45
12327,62323,3654,KLSE,UNIC,UNICOM,122.95
12328,62199,3655,KLSF,A/D,ATLANTA APP/DEP,125.5
12329,62200,3655,KLSF,ATIS,ATIS,134.375
12330,62201,3655,KLSF,CLD,CLNC DEL,121.7
12331,62202,3655,KLSF,GND,GND,121.05
12332,62203,3655,KLSF,PMSV,PMSV METRO,34.32
12333,62204,3655,KLSF,PTD,PTD/BASE OPS,134.1
12334,62205,3655,KLSF,TWR,TWR,119.05
12335,66834,20376,KLSK,UNIC,CTAF/UNICOM,122.8
12336,60967,20377,KLSN,A/D,NORCAL APP/DEP,120.95
12337,60968,20377,KLSN,AWOS,AWOS 3,118.675
12338,60969,20377,KLSN,RDO,RANCHO RDO,112.6
12339,60970,20377,KLSN,UNIC,CTAF/UNICOM,122.8
12340,69697,3656,KLSV,ACP,ALCE AMC,25.735
12341,69698,3656,KLSV,APP,APP,118.125
12342,69699,3656,KLSV,ATIS,ATIS,27.01
12343,69700,3656,KLSV,CLD,CLNC DEL,120.9
12344,69701,3656,KLSV,DEP,DEP,135.1
12345,69702,3656,KLSV,GND,GND,121.8
12347,69704,3656,KLSV,PMSV,PMSV METRO,32.39
12348,69705,3656,KLSV,POST,ACC COMD POST,32.0
12349,69706,3656,KLSV,PTD,PTD,139.3
12350,69707,3656,KLSV,TWR,TWR,132.55
12351,64824,3657,KLTS,APP,APP,125.1
12352,64825,3657,KLTS,ATIS,ATIS,27.35
12353,64826,3657,KLTS,CLD,CLNC DEL,120.65
12354,64827,3657,KLTS,DEP,DEP,125.1
12355,64828,3657,KLTS,GND,GND,121.85
12356,64829,3657,KLTS,PMSV,PMSV METRO,23.98
12357,64830,3657,KLTS,POST,COMD POST,31.1
12358,64831,3657,KLTS,PTD,PTD,37.22
12359,64832,3657,KLTS,TWR,TWR,119.65
12360,67410,20378,KLTY,UNIC,CTAF/UNICOM,122.8
12361,69257,20379,KLUD,A/D,RGNL APP/DEP,118.1
12362,69258,20379,KLUD,AWOS,AWOS 3,118.225
12363,69259,20379,KLUD,UNIC,CTAF/UNICOM,122.8
12364,61325,3658,KLUF,A/D,APP/DEP,120.7
12365,61326,3658,KLUF,ATIS,ATIS,134.925
12366,61327,3658,KLUF,CLD,CLNC DEL,126.25
12367,61328,3658,KLUF,GND,GND,133.175
12368,61329,3658,KLUF,PMSV,PMSV METRO,26.74
12369,61330,3658,KLUF,POST,COMD POST,34.94
12370,61331,3658,KLUF,PTD,PTD,37.22
12371,61332,3658,KLUF,TWR,TWR,119.1
12372,60952,20380,KLUG,AWOS,AWOS 3,135.775
12373,60953,20380,KLUG,CNTR,MEMPHIS CNTR,126.75
12374,60954,20380,KLUG,UNIC,CTAF/UNICOM,122.8
12375,66236,3659,KLUK,A/D,APP/DEP,121.0
12376,66237,3659,KLUK,ATIS,ATIS,120.25
12377,66238,3659,KLUK,CLD,CLNC DEL,121.9
12378,66239,3659,KLUK,CTAF,CTAF,118.7
12379,66240,3659,KLUK,GND,GND,121.9
12380,66241,3659,KLUK,RDO,DAYTON RDO,122.4
12381,66242,3659,KLUK,TWR,LUNKEN TWR,118.7
12382,66243,3659,KLUK,UNIC,UNICOM,122.95
12383,71558,20381,KLUL,AWOS,AWOS 3,119.275
12384,71559,20381,KLUL,CNTR,HOUSTON CNTR,123.5
12385,71560,20381,KLUL,RDO,GREENWOOD RDO,122.3
12386,71561,20381,KLUL,UNIC,CTAF/UNICOM,123.05
12387,70545,20382,KLUM,A/D,MINNEAPOLIS APP/DEP,125.3
12388,70546,20382,KLUM,AWOS,AWOS 3,118.025
12389,70547,20382,KLUM,UNIC,CTAF/UNICOM,122.7
12390,63748,18649,KLUX,A/D,GREER APP/DEP,120.6
12391,63749,18649,KLUX,UNIC,CTAF/UNICOM,122.8
12392,64833,20383,KLVJ,A/D,HOUSTON APP/DEP,134.45
12393,64834,20383,KLVJ,ASOS,ASOS,118.525
12394,64835,20383,KLVJ,CLD,CLNC DEL,124.0
12395,64836,20383,KLVJ,UNIC,CTAF/UNICOM,122.8
12396,60883,20384,KLVK,A/D,NORCAL APP/DEP,123.85
12397,60884,20384,KLVK,ATIS,ATIS,119.65
12398,60885,20384,KLVK,CTAF,CTAF,118.1
12399,60886,20384,KLVK,GND,GND,121.6
12400,60887,20384,KLVK,TWR,TWR,118.1
12401,60888,20384,KLVK,UNIC,UNICOM,122.95
12402,69432,20385,KLVL,CNTR,WASHINGTON CNTR,132.85
12403,69433,20385,KLVL,RDO,LEESBURG RDO,112.9
12404,69434,20385,KLVL,UNIC,CTAF/UNICOM,122.8
12405,67182,20386,KLVM,ASOS,ASOS,135.275
12406,67183,20386,KLVM,RDO,GREAT FALLS RDO,122.2
12407,67184,20386,KLVM,UNIC,CTAF/UNICOM,123.0
12408,71364,20387,KLVN,A/D,MINNEAPOLIS APP/DEP,125.0
12409,71365,20387,KLVN,AWOS,AWOS 3,115.7
12410,71366,20387,KLVN,CLD,CLNC DEL,118.95
12411,71367,20387,KLVN,RDO,PRINCETON RDO,115.7
12412,71368,20387,KLVN,UNIC,CTAF/UNICOM,123.0
12413,68702,20388,KLVS,ASOS,ASOS,118.525
12414,68703,20388,KLVS,CNTR,ALBUQUERQUE CNTR,132.8
12415,68704,20388,KLVS,RDO,ALBUQUERQUE RDO,122.6
12416,68705,20388,KLVS,UNIC,CTAF/UNICOM,122.8
12417,64297,20389,KLWA,AWOS,AWOS 3,118.025
12418,64298,20389,KLWA,CNTR,CHICAGO CNTR,128.5
12419,64299,20389,KLWA,RDO,LANSING RDO,112.1
12420,64300,20389,KLWA,UNIC,CTAF/UNICOM,122.8
12421,59829,20390,KLWB,AWOS,AWOS 3,121.4
12422,59830,20390,KLWB,CLD,CLNC DEL,120.85
12423,59831,20390,KLWB,CNTR,WASHINGTON CNTR,134.4
12424,59832,20390,KLWB,CTAF,CTAF,118.9
12425,59833,20390,KLWB,GND,GND,121.9
12426,59834,20390,KLWB,TWR,LEWISBURG TWR,118.9
12427,59835,20390,KLWB,UNIC,UNICOM,122.95
12428,66646,20391,KLWC,ASOS,ASOS,121.225
12429,66647,20391,KLWC,CLD,CLNC DEL,121.825
12430,66648,20391,KLWC,CNTR,KANSAS CITY CNTR,123.8
12431,66649,20391,KLWC,UNIC,CTAF/UNICOM,123.0
12432,62941,20392,KLWL,RDO,RENO RDO,114.2
12433,62942,20392,KLWL,UNIC,CTAF/UNICOM,122.8
12434,66485,3660,KLWM,A/D,BOSTON APP/DEP,124.4
12435,66486,3660,KLWM,ASOS,ASOS,126.75
12436,66487,3660,KLWM,ATIS,ATIS,126.75
12437,66488,3660,KLWM,CLD,CLNC DEL,124.3
12438,66489,3660,KLWM,CTAF,CTAF,119.25
12439,66490,3660,KLWM,GND,GND,124.3
12440,66491,3660,KLWM,RDO,BRIDGEPORT RDO,112.5
12441,66492,3660,KLWM,TWR,TWR,119.25
12442,66493,3660,KLWM,UNIC,UNICOM,122.8
12443,68350,20393,KLWS,ASOS,ASOS,135.575
12444,68351,20393,KLWS,CNTR,SEATTLE CNTR,123.95
12445,68352,20393,KLWS,CTAF,CTAF,119.4
12446,68353,20393,KLWS,GND,GND,121.9
12447,68354,20393,KLWS,RDO,BOISE RDO,122.35
12448,68355,20393,KLWS,TWR,TWR,119.4
12449,68356,20393,KLWS,UNIC,UNICOM,122.95
12450,66766,3661,KLWT,ASOS,ASOS,118.375
12451,66767,3661,KLWT,RDO,GREAT FALLS RDO,122.35
12452,66768,3661,KLWT,UNIC,CTAF/UNICOM,123.0
12453,65710,20394,KLWV,A/D,EVANSVILLE APP/DEP,125.6
12454,65711,20394,KLWV,ASOS,ASOS,118.0
12455,65712,20394,KLWV,UNIC,CTAF/UNICOM,122.8
12456,70750,20395,KLXL,AWOS,AWOS 3,35.9
12457,70751,20395,KLXL,CNTR,MINNEAPOLIS CNTR,118.05
12458,70752,20395,KLXL,UNIC,CTAF/UNICOM,122.8
12459,63337,20396,KLXN,AWOS,AWOS 3,121.025
12460,63338,20396,KLXN,CNTR,DENVER CNTR,132.7
12461,63339,20396,KLXN,UNIC,CTAF/UNICOM,123.0
12462,62551,20397,KLXT,A/D,KANSAS CITY APP/DEP,119.0
12463,62552,20397,KLXT,ASOS,ASOS,124.175
12464,62553,20397,KLXT,CLD,CLNC DEL,118.45
12465,62554,20397,KLXT,UNIC,CTAF/UNICOM,122.8
12466,60997,20398,KLXV,ASOS,ASOS,118.375
12467,60998,20398,KLXV,CNTR,DENVER CNTR,119.85
12468,60999,20398,KLXV,UNIC,CTAF/UNICOM,122.8
12469,67583,20399,KLXY,A/D,WACO APP/DEP,135.2
12470,67584,20399,KLXY,UNIC,CTAF/UNICOM,122.8
12471,60981,3662,KLYH,A/D,ROANOKE APP/DEP,125.47
12472,60982,3662,KLYH,ATIS,ATIS,119.8
12473,60983,3662,KLYH,CTAF,CTAF,127.65
12474,60984,3662,KLYH,GND,GND,121.9
12475,60985,3662,KLYH,RDO,LEESBURG RDO,109.2
12476,60986,3662,KLYH,TWR,TWR,127.65
12477,60987,3662,KLYH,UNIC,UNICOM,122.95
12478,59388,20400,KLYO,CNTR,KANSAS CITY CNTR,118.8
12479,59389,20400,KLYO,UNIC,CTAF/UNICOM,122.8
12480,322850,12281,KLZD,APP/DEP,PROVIDENCE APPROACH,123.675
12481,322849,12281,KLZD,AWOS-3,,119.125
12482,322848,12281,KLZD,UNICOM,,123.0
12483,64562,20401,KLZU,A/D,ATLANTA APP/DEP,126.975
12484,64563,20401,KLZU,ATIS,ATIS,132.275
12485,64564,20401,KLZU,CLD,ATLANTA CLNC DEL,134.0
12486,64565,20401,KLZU,CTAF,CTAF,124.1
12487,64566,20401,KLZU,GND,GND,121.8
12488,64567,20401,KLZU,TWR,TWR,124.1
12489,64568,20401,KLZU,UNIC,UNICOM,123.05
12490,68042,20402,KLZZ,A/D,GRAY APP/DEP,120.075
12491,68043,20402,KLZZ,AWOS,AWOS 3,119.075
12492,68044,20402,KLZZ,RDO,SAN ANGELO RDO,122.55
12493,68045,20402,KLZZ,UNIC,CTAF/UNICOM,122.8
12494,61134,20403,KM01,APP,MEMPHIS APP,119.1
12495,61135,20403,KM01,DEP,MEMPHIS DEP,124.65
12496,61136,20403,KM01,UNIC,CTAF/UNICOM,122.8
12497,63313,20404,KM02,AWOS,AWOS 3,123.875
12498,63314,20404,KM02,CNTR,MEMPHIS CNTR,125.85
12499,63315,20404,KM02,UNIC,CTAF/UNICOM,122.8
12500,65114,20405,KM04,APP,MEMPHIS APP,120.07
12501,65115,20405,KM04,AWOS,AWOS 3,118.575
12502,65116,20405,KM04,DEP,MEMPHIS DEP,124.15
12503,65117,20405,KM04,UNIC,CTAF/UNICOM,123.0
12504,61703,20406,KM05,CNTR,MEMPHIS CNTR,134.65
12505,61704,20406,KM05,CTAF,CTAF,122.9
12506,63789,20407,KM08,AWOS,AWOS 3,121.125
12507,63790,20407,KM08,CNTR,MEMPHIS CNTR,124.35
12508,63791,20407,KM08,UNIC,CTAF/UNICOM,123.0
12509,67211,20408,KM11,CTAF,CTAF,122.9
12510,70697,20409,KM12,UNIC,CTAF/UNICOM,122.8
12511,63235,20410,KM13,CTAF,CTAF,122.9
12512,60338,20411,KM15,CTAF,CTAF,122.9
12513,69736,20412,KM16,A/D,JACKSON APP/DEP,123.9
12514,69737,20412,KM16,UNIC,CTAF/UNICOM,122.8
12515,60699,20413,KM17,A/D,SPRINGFIELD APP/DEP,124.95
12516,60700,20413,KM17,UNIC,CTAF/UNICOM,123.0
12517,67493,20414,KM18,CNTR,FORT WORTH CNTR,123.925
12518,67494,20414,KM18,UNIC,CTAF/UNICOM,122.8
12519,70166,20415,KM19,asos,ASOS,118.15
12520,70167,20415,KM19,CNTR,MEMPHIS CNTR,120.075
12521,70168,20415,KM19,UNIC,CTAF/UNICOM,122.8
12522,61148,20416,KM20,UNIC,CTAF/UNICOM,123.0
12523,64538,20417,KM21,A/D,EVANSVILLE APP/DEP,126.4
12524,64539,20417,KM21,AWOS,AWOS 3,120.375
12525,64540,20417,KM21,UNIC,CTAF/UNICOM,123.0
12526,60889,20418,KM22,UNIC,CTAF/UNICOM,122.8
12527,71007,20419,KM23,CTAF,CTAF,122.8
12528,63726,20420,KM24,UNIC,CTAF/UNICOM,122.8
12529,67245,20421,KM25,AWOS,AWOS 3,120.625
12530,67246,20421,KM25,CNTR,MEMPHIS CNTR,133.65
12531,67247,20421,KM25,UNIC,CTAF/UNICOM,122.8
12532,62274,20422,KM27,CTAF,CTAF,122.9
12533,69134,20423,KM29,CTAF,CTAF,122.9
12534,68345,20424,KM30,AWOS,AWOS 3,124.175
12535,68346,20424,KM30,UNIC,CTAF/UNICOM,122.8
12536,67806,20425,KM31,CTAF,CTAF,122.9
12537,62949,20426,KM32,CNTR,MEMPHIS CNTR,135.875
12538,62950,20426,KM32,CTAF,CTAF,122.9
12539,65656,20427,KM33,A/D,NASHVILLE APP/DEP,128.45
12540,65657,20427,KM33,AWOS,AWOS 3,132.725
12541,65658,20427,KM33,UNIC,CTAF/UNICOM,123.05
12542,66564,20428,KM34,AWOS,AWOS 3,119.075
12543,66565,20428,KM34,UNIC,CTAF/UNICOM,122.8
12544,62125,20429,KM36,CNTR,MEMPHIS CNTR,135.3
12545,62126,20429,KM36,UNIC,CTAF/UNICOM,122.8
12546,63609,20430,KM37,CNTR,MEMPHIS CNTR,135.875
12547,63610,20430,KM37,CTAF,CTAF,122.9
12548,60949,20431,KM40,A/D,COLUMBUS APP/DEP,120.4
12549,60950,20431,KM40,AWOS,AWOS 3,118.475
12550,60951,20431,KM40,UNIC,CTAF/UNICOM,122.8
12551,69876,20432,KM41,APP,MEMPHIS APP,120.07
12552,69877,20432,KM41,DEP,MEMPHIS DEP,124.15
12553,69878,20432,KM41,RDO,GREENWOOD RDO,122.3
12554,69879,20432,KM41,UNIC,CTAF/UNICOM,122.8
12555,65895,20433,KM43,AWOS,AWOS 3,128.325
12556,65896,20433,KM43,CNTR,HOUSTON CNTR,133.5
12557,65897,20433,KM43,UNIC,UNICOM,122.8
12558,69808,20434,KM44,CTAF,CTAF,122.9
12559,59417,20435,KM45,CTAF,CTAF,122.9
12560,64734,20436,KM46,CNTR,SALT LAKE CNTR,127.75
12561,64735,20436,KM46,CTAF,CTAF,122.9
12562,59674,20437,KM48,CTAF,CTAF,122.9
12563,63674,20438,KM50,CTAF,CTAF,122.9
12564,59643,20439,KM51,A/D,COLUMBUS APP/DEP,135.6
12565,59644,20439,KM51,CLD,COLUMBUS CLNC DEL,126.25
12566,59645,20439,KM51,UNIC,CTAF/UNICOM,122.8
12567,65181,20440,KM52,CNTR,MEMPHIS CNTR,134.65
12568,65182,20440,KM52,UNIC,CTAF/UNICOM,122.8
12569,70434,20441,KM53,CNTR,MEMPHIS CNTR,134.65
12570,70435,20441,KM53,UNIC,CTAF/UNICOM,122.8
12571,61559,20442,KM54,A/D,NASHVILLE APP/DEP,128.45
12572,61560,20442,KM54,AWOS,AWOS 3,118.325
12573,61561,20442,KM54,UNIC,CTAF/UNICOM,122.8
12574,71417,20443,KM55,A/D,COLUMBUS APP/DEP,120.4
12575,71418,20443,KM55,CTAF,CTAF,122.9
12576,63569,20445,KM59,CTAF,CTAF,122.9
12577,65799,20446,KM60,CTAF,CTAF,122.9
12578,69314,20447,KM65,UNIC,CTAF/UNICOM,122.8
12579,68917,20448,KM66,CTAF,CTAF,122.9
12580,64982,20449,KM70,CNTR,MEMPHIS CNTR,120.075
12581,64983,20449,KM70,UNIC,CTAF/UNICOM,122.8
12582,60661,20450,KM71,CTAF,CTAF,122.9
12583,67495,20451,KM72,UNIC,CTAF/UNICOM,122.8
12584,65382,20452,KM73,A/D,LITTLE ROCK APP/DEP,119.85
12585,65383,20452,KM73,CLD,LITTLE ROCK CLNC DEL,119.85
12586,65384,20452,KM73,UNIC,CTAF/UNICOM,123.0
12587,59471,20453,KM75,ARTC,SALT LAKE CITY CNTR,126.85
12588,59472,20453,KM75,UNIC,CTAF/UNICOM,122.8
12589,59395,20454,KM77,CTAF,CTAF,122.9
12590,68183,20455,KM78,A/D,MEMPHIS CNTR,128.475
12591,68184,20455,KM78,UNIC,CTAF/UNICOM,122.8
12592,70795,20456,KM79,A/D,MONROE APP/DEP,126.9
12593,70796,20456,KM79,UNIC,UNICOM,122.8
12594,65665,20457,KM80,CTAF,CTAF,122.9
12595,64171,20458,KM83,A/D,COLUMBUS APP/DEP,135.6
12596,64172,20458,KM83,CTAF,CTAF,122.9
12597,68410,20459,KM85,A/D,MEMPHIS CNTR,134.65
12598,68411,20459,KM85,CTAF,CTAF,122.9
12599,60296,20460,KM88,UNIC,CTAF/UNICOM,123.075
12600,63514,20461,KM89,A/D,MEMPHIS CNTR,128.475
12601,63515,20461,KM89,UNIC,CTAF/UNICOM,122.7
12602,65304,20462,KM90,CTAF,CTAF,122.9
12603,70533,20463,KM91,A/D,NASHVILLE APP/DEP,119.35
12604,70534,20463,KM91,AWOS,AWOS 3,120.675
12605,70535,20463,KM91,UNIC,CTAF/UNICOM,123.0
12606,67280,20464,KM93,CTAF,CTAF,122.9
12607,60502,20465,KM94,UNIC,CTAF/UNICOM,122.8
12608,70882,20466,KM95,A/D,COLUMBUS APP/DEP,120.4
12609,70883,20466,KM95,UNIC,CTAF/UNICOM,122.8
12610,67043,20467,KM99,A/D,LITTLE ROCK APP/DEP,119.5
12611,67044,20467,KM99,CLD,LITTLE ROCK CLNC DEL,119.5
12612,67045,20467,KM99,UNIC,CTAF/UNICOM,122.8
12613,61957,20468,KMAC,A/D,ATLANTA APP/DEP,119.6
12614,61958,20468,KMAC,UNIC,CTAF/UNICOM,123.0
12615,64251,20469,KMAE,A/D,FRESNO APP/DEP,119.45
12616,64252,20469,KMAE,ASOS,ASOS,134.725
12617,64253,20469,KMAE,UNIC,CTAF/UNICOM,122.8
12618,65285,3663,KMAF,A/D,APP/DEP,121.1
12619,65286,3663,KMAF,ATIS,ATIS,126.8
12620,65287,3663,KMAF,CLD,CLNC DEL,118.05
12621,65288,3663,KMAF,CTAF,CTAF,118.7
12622,65289,3663,KMAF,GND,GND,121.9
12623,65290,3663,KMAF,RDO,SAN ANGELO RDO,122.6
12624,65291,3663,KMAF,TWR,TWR,118.7
12625,65292,3663,KMAF,UNIC,UNICOM,122.95
12626,67481,20470,KMAI,A/D,CAIRNS APP/DEP,133.75
12627,67482,20470,KMAI,ASOS,ASOS,133.525
12628,67483,20470,KMAI,RDO,GAINESVILLE RDO,114.0
12629,67484,20470,KMAI,UNIC,CTAF/UNICOM,123.0
12630,70341,20471,KMAL,CNTR,BOSTON CNTR,135.25
12631,70342,20471,KMAL,UNIC,CTAF/UNICOM,122.8
12632,64906,20472,KMAO,A/D,FLORENCE APP/DEP,135.25
12633,64907,20472,KMAO,UNIC,CTAF/UNICOM,122.8
12634,71486,20473,KMAW,AWOS,AWOS 3,119.825
12635,71487,20473,KMAW,CNTR,MEMPHIS CNTR,133.65
12636,71488,20473,KMAW,RDO,ST LOUIS RDO,111.2
